bk_no,bk_name,addr_kenno,addr_sino
48122,シャングリラ２００４,4,4105
48054,八木山南第１,4,4104
51061,アビエス,4,4101
73,ベルトピア仙台７,4,4101
757,ラ・ヴィータ　フェリス　ドゥエ,4,4101
941,ベルメゾン宮の丘,4,4102
47039,さくらそう,4,4105
91052,クラウンシャトーⅠ,4,4101
928,ＨＯＷ’Ｓ川内三十人町Ｂ棟,4,4101
42956,プリエ白鳥,4,4102
93292,５１０ビル,4,4101
46218,ソレイユⅢ,4,4104
1014,ヴィレッジ旭ケ丘,4,4101
50026,ジュネス米ケ袋,4,4101
48716,サンヒルズ国見５番館,4,4101
43411,ＴＡＭＡＧＯＨＯＵＳＥ,4,4104
45807,ドリーム１２,4,4102
46020,エーデルワイスⅣ,4,4102
912082,×××ロイヤルパレス宮城野,4,4102
45372,ヴィオレリュミエール,4,4103
45425,トレンディハウス志波町,4,4103
48939,ボヌール荒井Ⅰ,4,4103
751,メゾンドールヘンミ,4,4102
571,ラ・フォーレ東照宮,4,4101
900469,×××千成屋ビル,4,4105
93345,東七番町一棟貸しアパート,4,4103
45081,山手ハイツⅡ,4,4101
47625,パークヒルズⅢ,4,4104
900450,×××ステーブル長町７,4,4104
806,柏木エステート,4,4101
13061,旭丘堤１丁目Ｔパーキング,4,4105
350,青山パークヒルズＡ棟,4,4104
11005,台原４丁目Ｍ戸建,4,4101
13070,岩切Ｉ駐車場,4,4102
45040,第２コーポサンライズ,4,4101
994071,×××ホワイトハイツ,4,4102
999998,ビューパレス一本杉,4,4103
47059,ディアス・ONE,4,4105
990044,晩翠ウイングビル,4,4101
44024,ソレイユ多賀城Ⅲ,4,4209
50012,ドルチェ上杉,4,4101
45472,ホワイトキャッスル南小泉12番館,4,4103
44007,ウィルコート２１,4,4211
303,暁荘,4,4101
638,セジュール,4,4104
44238,タウンコート旭,4,4215
144,ピースフル宮千代,4,4102
45443,ヴィルヌーブ岩切B,4,4102
92042,コーポ土樋,4,4103
910287,×××ワイティハウス,4,4101
16026,Ｌａ　Ｄｏｕｃｅｕｒ榴ヶ岡,4,4102
970,アズーリ八幡,4,4101
44419,ファミール自由ヶ丘,4,4102
93200,南光台三丁目貸家,4,4105
42819,三栄ハイツＡ棟,4,4105
40122,ＡＲＴＩＳ仙台木町通,4,4101
42051,シャトウ福沢２号館,4,4101
93138,ライブリー八乙女,4,4105
389,パルメゾン中田,4,4104
40718,ＢＬＵＥ　ＬＥＡＦ,4,4101
817,サンビレッジ国見ケ丘Ｈ棟,4,4101
40206,グランメゾン七福,4,4104
15301,ステラコート台原Ａ棟,4,4101
42857,グランディ桜ヶ丘,4,4101
42879,プルミエール南光台,4,4105
48934,ドエルアルテミス,4,4103
43413,ブリックス清水沼,4,4102
990326,ＥＴＯＮ　ＫＡＷＡＵＣＨＩ,4,4101
11088,落合庄子貸家１１－２７,4,4101
93047,石川マンション,4,4102
519,プルミエⅢ,4,4101
897,安住アパート,4,4102
47099,国見ケ丘５恒川貸家,4,4101
910471,×××ベルドミール,4,4104
42742,Ｓ・Ｋ・Ｙ２,4,4105
40609,コーポアサノ,4,4105
44198,フラワータウン八木山,4,4104
47474,ディアスふるかわ,4,4215
910866,×××フォーブル小松島,4,4101
990335,プレジール江戸町,4,4101
49114,山田上ノ台町木村邸,4,4104
45346,ブッシュ・クローバー,4,4102
47674,セゾンフルール,4,4406
41068,セジュール八乙女,4,4105
849,ＨＯＷ’Ｓ川内Ａ棟,4,4101
394,コーポマインＢ棟,4,4104
92066,ミスターＫ６,4,4101
48058,青山第６,4,4104
999982,Ｐｒｉｅｒ３,4,4103
44242,オッツペアＡ,4,4406
938,サンファンレジデンス,4,4101
48101,ＧｒａｎｄＣｈａｒｉot,4,4216
47245,フレグランス愛子Ａ,4,4101
1026,ベルコート米ケ袋Ⅰ,4,4101
187,プロイセン東黒松,4,4105
42071,チサンマンション花京院,4,4101
93038,鈴木アパート,4,4103
49103,遠見塚２丁目１６－２３貸家,4,4103
44453,（仮）Ｄ－ｒｏｏｍ福室５丁目　Ａ棟,4,4102
44033,ロワールⅠ,4,4209
44451,Ｄ－ｒｏｏｍリベルテ,4,4102
47084,シャーメゾンリジェ,4,4101
15201,ピアッツァ小田原,4,4101
40693,ボヌールメゾン,4,4101
40729,Moon Bridge 3,4,4101
46805,第六ショーケービル,4,4101
94007,ファーストパレス仙台,4,4102
10022,タウンハウス東黒松,4,4105
51039,ラルジュ桜ケ丘,4,4101
47133,マーベラスＴ－Ⅱ,4,4103
40650,セブンヒルズB,4,4421
45813,メゾン　ブリリアント,4,4102
47096,ウイングハイツＡ,4,4101
48902,トゥインクルコート文化町１２番館,4,4103
692,ハイツ松が丘Ｂ,4,4104
912065,×××ロイヤルパレス台原森林公園美咲の森,4,4101
414,クレセントＢ棟,4,4101
94113,プレジデント榴ケ岡,4,4102
50013,リミハウス,4,4103
531,パレス青山,4,4104
93015,マグノリア,4,4105
666,ハイツカタヒラ,4,4105
912050,×××アヴァンツァーレ一番町,4,4101
48906,東光ハイツA,4,4102
92037,ヴュー双葉ケ丘,4,4101
42755,ガーデンヒルズＢ棟,4,4421
43971,Ｍ’ｓⅠ,4,4421
811,パルメゾンＡ棟,4,4102
45521,ルノールⅠ,4,4104
545,ピースフル泉第６,4,4105
746,翔・北根,4,4101
46035,グレイスあおば,4,4101
45607,ＵＳビル,4,4101
900310,×××コーポＫ,4,4101
94104,大和サンハイツ,4,4103
49050,金剛沢３丁目貸家　遠山邸,4,4104
44350,ラウレア,4,4101
93158,上杉NSビル,4,4101
93013,ラ・ルミエール黒松,4,4101
44326,セジュール花渕Ⅱ,4,4102
88,ラ・エンジェ,4,4103
93309,メリス山の寺,4,4105
283,ハイアット北山,4,4101
58,ピースフル青葉第１,4,4101
47411,シャーメゾンさかえ,4,4104
42967,ハイツ秋田屋,4,4103
91058,マンション立町,4,4101
47289,レヂデンスロイヤル,4,4102
94076,仙台白萩マンション,4,4103
44221,アルブルコリーヌⅠ,4,4406
44241,ブライト木町,4,4101
40673,ノヴェルＡ,4,4215
50043,ボヌール富沢,4,4104
40640,ミヤビ,4,4421
50034,向山グリーンハウス,4,4104
900521,×××いずみ荘,4,4105
13035,センチュリーマンション第２駐車場,4,4104
768,■　空き番号　■　8世帯　※2020年10月までは空番号,4,4101
978,コーポＴＭ,4,4102
47328,エクセレントシティ岩切Ｂ,4,4102
911084,×××落合庄子貸家２－４５,4,4101
12097,サンロード泉松森,4,4105
10012,オーシャン,4,4102
43908,ハイツＩＭ,4,4101
91061,チュリス春日町（ＴＨＥ６）,4,4101
56,ホワイトドール台原,4,4101
45366,ピース清水沼,4,4102
47570,ディアコート高松,4,4101
40657,岩切アパート,4,4102
47009,メゾン・ドール中野Ｂ,4,4102
42957,グローリアス　ビュー,4,4104
40646,エルデムＺＥＮＢ棟,4,4421
10015,五輪１丁目ＡＰ,4,4102
49083,ロイヤルヒルズ台原Ⅲ,4,4101
940009,×××Ｋハイツ,4,4103
47331,ガーデンコート槐,4,4102
51031,アビタシオン桜ケ丘,4,4101
912093,×××第七旭コーポラス,4,4101
409,サンダーコートⅡ,4,4101
912069,×××森コーポ,4,4105
44106,セジュールＡ棟,4,4101
51012,Ｓｔｒａｗｂｅｒｒｙ Ｐｏｔ,4,4101
48005,台原第５,4,4101
921076,×××向田戸建,4,4101
52047,サンシャイン青山,4,4104
990055,フェザンコート星陵,4,4101
42505,グレイスハイツ榴岡,4,4102
40211,リージア勾当台公園,4,4101
809,カーサ八木山本町,4,4104
620,コーポハニー,4,4103
93220,佐藤下宿,4,4101
44360,エムフィールド南中山Ｃ,4,4105
40772,シャルマンハイム,4,4105
45457,パーシヴ遠見塚Ｄ,4,4103
92005,竹澤ビル,4,4101
43976,E-JAM長町,4,4104
839,シャンテ北浜,4,4203
11080,愛子中央Ｂ戸建,4,4101
11048,泉ケ丘一丁目戸建,4,4105
41061,セジュール向陽台,4,4105
308,ＭＳＣコーポⅢ,4,4101
10020,ロフティ中山,4,4101
92170,クレールコート,4,4103
41008,ヴィアーレＡ・Ｕ,4,4105
47214,ヴェルドミール八幡,4,4101
46231,ジュネス富沢,4,4104
910561,×××ビューハイム下馬,4,4209
42895,コーラルビル,4,4102
922016,×××ライオンズマンション山手町,4,4101
874,アドバンス長町南,4,4104
44105,セジュールＡ,4,4101
42069,シェモア泉中央,4,4105
912001,×××コーポ立町,4,4101
740,グラン・ドミール成田,4,4216
12130,旭コーポラス宮城野,4,4102
48917,ハイツあがと,4,4103
52008,ファミールＡＢＥ,4,4104
782,エスプワールＭ,4,4101
532,コスモ土樋,4,4103
941003,×××中江１丁目戸建,4,4101
548,サウスコート南仙台,4,4104
52052,ハックベリー,4,4104
48832,ハイネスヤマテ,4,4101
47312,シェソワ,4,4103
91009,カオール柏木,4,4101
45453,パステルオジマ2号館,4,4103
13058,小野駐車場,4,4101
94075,サンライズレジデンス,4,4102
910187,×××ニューフォーブル,4,4101
43036,グリシーナフロール,4,4102
93278,大泉貸家（２５－８）,4,4101
43041,ノーブル･シャトーＫ,4,4102
900778,×××レジデンス協大,4,4101
990072,Calm Village角五郎,4,4101
25,コーポ台原,4,4101
13082,ミマサカ第二パーキング,4,4104
258,ラ・エンジェ　ドゥ,4,4101
92141,ウィンディ上野山Ａ棟,4,4104
47239,サンフラワー愛子Ｂ,4,4101
93053,ファミールサニーⅡ,4,4105
43308,メゾンドレーヌ,4,4101
45428,フォーブル光,4,4103
93351,コミュニティーシェアハウスＬｉｂｅｒｔｙⅡ,4,4101
821,メゾン・ル・ポン,4,4104
44325,メゾンパーク新田東C,4,4102
40759,グリチーネ　フィオーレ,4,4101
47299,グランシスグレーＢ,4,4104
319,メゾンカサブランカⅡ,4,4104
45471,ホワイトキャッスル９番館,4,4103
44335,松陵２丁目貸家,4,4105
44338,エクセレントＫＡ,4,4209
40124,アルファーワン,4,4101
502,フレグランス柳生Ｃ棟,4,4104
47250,プロスペレジャルダンＢ,4,4101
43522,メゾン・ド・エルヴェ,4,4101
44404,ボナール福田町,4,4102
47180,セフィラ８８,4,4104
43015,マスダビル,4,4101
45381,曽根アパート,4,4103
878,フローラ鷺ケ森,4,4101
900118,×××サンシティ南光台,4,4105
920101,×××エクシア八乙女,4,4105
94036,ホープ,4,4104
45131,ニイダハイツ,4,4101
47311,フローラルガーデン,4,4103
42858,クラッセ・ラ・フォンテーヌ,4,4105
40781,カントリーレイク,4,4105
48954,パルクロゼット伊在Ⅲ,4,4103
46260,メゾン・ベルジュ弐番館,4,4104
900483,×××キーウエスト,4,4104
44065,パセオプラシード神明,4,4101
48858,エスポワールシャトー愛子Ⅴ,4,4101
48153,ピースフル北根,4,4101
11075,中山８丁目A戸建,4,4101
900239,×××コテージ恵和Ⅲ,4,4104
569,アップルトゥリー双葉ケ丘,4,4101
46228,パークハイム中條,4,4104
47521,シトラスグリーン,4,4102
44092,クレールＫⅡ,4,4105
83,コーポ泉,4,4103
93300,ＲＧ２－１３ ＢＬＤ,4,4102
913039,×××旭丘堤２丁目パーキング,4,4105
48840,ノースシティ５０,4,4101
13077,福住町Ｓパーキング,4,4102
42057,プラザ・ボヌール,4,4101
41070,セジュール八乙女ＭＥ－Ⅱ,4,4105
47431,ＧＲＡＮＤ　ＭＡＳＴ広瀬通,4,4101
91036,片平ホワイトレジデンス,4,4101
43018,プランドール高松,4,4101
40329,クレストⅢ,4,4102
507,グリーンメゾン旭,4,4105
47225,ニューチェリー愛子Ｂ,4,4101
94097,メゾン・ド・エル,4,4103
11077,黒松１丁目ＲＳ戸建,4,4105
50053,リバティ21,4,4104
47093,ＫＳフラットＢ,4,4101
42878,クリアヒルズ,4,4105
92051,第１伊藤ビル,4,4101
44248,ベルパークＫⅤ,4,4102
885,タウンコート八乙女,4,4105
40210,グリーンパーク小松島,4,4101
922108,×××コアロード八乙女,4,4105
48724,サゥージビバⅠ,4,4101
42118,ボヌール泉中央,4,4105
93128,ＰＯＷＥＲＨＯＵＳＥ,4,4105
51023,レオパレスＥＸＥ,4,4101
42760,ビューシティ泉Ⅶ,4,4105
900033,×××ピースフル太白５,4,4104
518,オアシスエイト,4,4104
990070,グランルージュ北一番丁,4,4101
48820,ドルフ川平,4,4101
42116,カーサ庄司,4,4105
48864,アルス上桜木,4,4216
44169,セジュール・モナリエＫ,4,4211
512,Ｋメゾン東勝山,4,4101
343,ティエラユースＢ棟,4,4104
51050,チェリーコーポⅡ,4,4101
12023,■　空き番号　■　一室Ｍ,4,4101
92111,コーポラス富広,4,4103
44385,ディアコート加茂Ｂ,4,4105
900012,×××宝荘,4,4101
47141,コーポローレル,4,4104
45411,イーストⅡ,4,4102
44068,ルミエール,4,4101
91040,佐藤アパート,4,4103
50087,ブランステージ柏木,4,4101
12,サンパレス旭ケ丘,4,4101
42746,コテージ彩,4,4105
913056,×××月極おの万駐車場,4,4101
51006,パークプレイス,4,4101
40327,クレストⅠ,4,4102
48787,レジュウィールB,4,4101
92096,※※削除※※,4,4101
49086,ロイヤルヒルズ南仙台,4,4104
46031,シャングリア仙台,4,4101
735,カーサ旭ケ丘,4,4101
13067,旭ケ丘２丁目Ｏ駐車場,4,4101
13074,鈎取３丁目小梁川パーキング,4,4104
44097,リビングタウン新田東Ｃ,4,4102
11053,榴岡４丁目Ｔ戸建,4,4102
40302,ウェストパル城南Ａ棟,4,4209
94045,コーポたんのⅠ,4,4103
990069,スペリオーレＰＩステージⅧ,4,4101
40319,レーベンハイム（メゾネット）,4,4421
1004,Ｔ’Ｓハウス高森,4,4105
561,サンライズ連坊駅南,4,4103
52044,メープルハイツ八木山,4,4104
47478,バリュージュ豊田B,4,4215
49037,メゾンプラネット台原,4,4101
15609,ティエラ多賀城２号館（家具家電付）,4,4209
910003,×××サンライズツツミ,4,4105
196,リリーハウス,4,4105
42941,ベルメゾン新田東,4,4102
11109,恵和町Ｓ戸建,4,4104
910053,×××桜ケ丘６丁目アパート,4,4101
921072,×××桜ケ丘５丁目Ｓ戸建,4,4101
93302,ホーユウコンフォルト南光台,4,4105
43529,クレフラスト太子堂Ⅱ,4,4104
45701,シャングリラ荒巻Ａ棟,4,4101
826,グランドール市名坂,4,4105
12111,■　空き番号　■　一室Ｍ,4,4101
51042,ノーブルカーサ川平,4,4101
47571,ベルエア高松Ａ,4,4101
42134,サン・クリスティ泉,4,4105
912085,×××ロイヤルパレス北山,4,4101
945,ポイント向田,4,4101
990337,扇谷アパート2,4,4101
42943,ルミネ薬師堂,4,4103
16007,レジディア榴岡ウエスト棟,4,4102
40318,レーベンハイム（戸建）,4,4421
912048,×××コープ野村ヒルズ川内,4,4101
44313,レジデンスリリィ,4,4101
44064,ラルーナ,4,4101
44223,アンビックス利府伍番館,4,4406
900216,×××コーポ高橋,4,4101
44394,リベラ花渕Ａ,4,4102
92169,ライフピアⅢ,4,4209
42899,南吉成５丁目貸家,4,4101
40418,コスモスB,4,4421
43913,アトレ北目町,4,4101
533,エコステージ鶴ケ谷,4,4102
136,■　空き番号　■　8世帯　※2020年11月までは空番号,4,4101
45302,アトレー成田町,4,4103
46886,パークアクシス仙台,4,4103
991018,×××メゾンド北山,4,4101
912049,×××カーサベルデ中山Ａ棟,4,4101
47119,ウエストフレグランスA,4,4101
50090,レジディア広瀬通,4,4101
999991,チサンマンション青葉通り,4,4101
900785,×××エスプワールＢ,4,4101
48173,ブラントン　スクエア,4,4105
47458,セダープラザC,4,4101
900381,×××鹿野コーポ,4,4101
388,コーポ村上,4,4101
45157,アイリス八乙女,4,4105
43939,ノースヒルズ壱番館,4,4105
923010,×××桜ケ丘５丁目駐車場,4,4101
47599,グレ・ＹＯＫＯＨＡＭＡＢ,4,4104
51047,ソアラプラザ仙台宮町,4,4101
47229,ビナスカンタ,4,4101
47326,クロスロードⅢ,4,4102
43919,アタゴドミトリーみずほ台,4,4105
48156,南光台第１,4,4105
47455,ＧＲＡＣＥＣＯＵＲＴｗｅｓｔ,4,4101
671,Walkers Hill メゾン,4,4101
48140,レオネクスト澁谷,4,4421
856,プランドビルあけぼの町,4,4101
42085,アバンサール泉中央,4,4105
798,ロフティ鶴が丘,4,4105
46208,ロイヤルガーデン西中田弐番館,4,4104
336,ピースフル泉Ｂ棟,4,4105
40782,ヴィラ・ルピナス,4,4105
44317,グリーンコートＢ,4,4209
40202,willDo上杉３丁目,4,4101
48914,グリーンハウス小野D,4,4102
48548,ライオンズマンション春日町,4,4101
40335,I・S・E,4,4104
44437,（仮）D-room成田A,4,4216
49104,佐保山貸家,4,4104
47008,メゾン・ドール中野Ａ,4,4102
47182,ドミールヒコ,4,4104
900017,×××カーサビアンカ,4,4101
942,フレグランス八本松,4,4104
43017,キャッスルパレス旭ヶ丘,4,4101
47498,ラピュータの杜,4,4101
37,イースト１８,4,4105
52013,ふきのとうⅠ,4,4104
43944,ベルシティ新寺,4,4103
42888,野村ステイツ八乙女グランシエル,4,4105
12029,シティタワー勾当台公園,4,4101
44107,セジュールＢ棟,4,4101
42939,ヒルズ・デ・ポラリス,4,4104
47146,タウニィエレガンス,4,4104
547,アクアシルヴァ,4,4101
94057,イーストハイツ,4,4102
44094,パルメゾン,4,4101
52019,フォレストグリーン八木山,4,4104
625,全健ハイム八木山Ⅰ,4,4104
50008,アルコバレーノ,4,4104
44304,シュロス台原,4,4101
52087,コーポＳ,4,4104
49031,フォーチュンヒルズⅡ,4,4103
42870,ロイヤルハイツ壱番館,4,4105
44048,コルベイユＡ,4,4104
47333,ステイゴールド,4,4102
48812,フレール中山壱番館,4,4101
10016,榴岡４丁目ＡＰ,4,4102
900690,×××ロフティグリーンヒルズⅡ,4,4104
12141,スプリングプラザ高瀬,4,4102
46804,第十一ショーケービル,4,4101
990316,バーシティハウス五橋,4,4101
12062,※※完全削除※※,4,4101
91015,青葉コーポ,4,4101
46977,レムナント晩翠,4,4101
962,Ｂａａｎ旭ケ丘Ｂ棟,4,4101
42075,パシフィック広瀬橋,4,4104
43975,八本松マンション,4,4104
47136,コーポめぐみ,4,4104
45100,コーポ北杜,4,4101
48785,スプリングガーデンF,4,4105
976,かすみ草,4,4103
44362,パセオプラシード成田Ａ,4,4216
49903,第2ダイキンビル,4,4101
477,メゾンエスポアール,4,4101
44054,リジェールＥ,4,4103
47421,アーバンハイツ花壇,4,4101
13065,虹の丘１丁目パーキング,4,4105
93030,デリジェンス泉中央（管理981へ移動）,4,4105
41604,スズキヒルズ,4,4105
1029,※※完全削除※※,4,4101
47270,セフィラハイツ,4,4102
12008,片平ホワイトレジデンス,4,4101
900440,×××静和荘,4,4104
900455,×××二の坂コーポ,4,4101
15804,フォレストパレス上杉,4,4101
468,カサブランカ新田２,4,4102
925002,×××グレース上杉Ｂ棟,4,4101
93234,コーポ相澤,4,4101
744,第１５ジュリアン,4,4101
41092,フォーレストハウスＣ棟,4,4101
900241,×××サニーライフ緑ケ丘第１,4,4104
47606,ルミエールコートⅤ,4,4104
984,タウンハウス桜ケ丘,4,4101
46229,アルティスタB,4,4104
398,ふれあいプラザ,4,4102
185,メゾンドＭ,4,4105
94074,サンメリーナ,4,4102
900538,×××ブルーハウス原町,4,4102
42055,ベルシティ銀杏町,4,4102
46865,ヴィラコート西中田,4,4104
49211,朝日プラザ幸町,4,4102
1019,ドミール青葉,4,4101
45401,ガーデンビレッジA棟,4,4103
48956,パルクロゼット伊在Ⅵ,4,4103
48219,ハピネス,4,4104
314,アーバンシティ南光台第２,4,4105
48525,プロスパーマンションⅡ,4,4203
93059,自然倶楽部,4,4102
40658,ビュウハイツ,4,4421
47630,メゾンコーラル,4,4104
52029,NOBLEHILLS,4,4104
883,メゾンカサブランカⅠ,4,4104
990361,エステートピア藤,4,4101
47354,エンゼルハイツ中山,4,4101
